Well Name,# Stages,# Clusters ,Estimated Average Stage Time,Actual Average Stage Time,Frac Fleet,Fleet Type,Target Formation,Field Area,Ambient Temperature,Grid,Diesel,CNG,Fuel Type,Sand Provider 
Clark 4H,75,498,76.2,84.5,Fleet 6,Zipper,Longhorn,Gregory Gym,89,0,58822,13963,DGB,SAND_C_X
Clark 5H,75,480,85.7,97.2,Fleet 6,Zipper,Lone Star,Gregory Gym,89,0,60329,15737,DGB,SAND_C_A
Clark 6H,75,488,,91,Fleet 6,Zipper,Longhorn,Gregory Gym,89,0,58290,14169,DGB,SAND_C_X
Lewis 1H,66,444,64.3,,Fleet 4,Zipper,Longhorn,CPE,89.1,0,0,16803,Turbine,SAND_C_A
Lewis 2H,66,444,64.3,,Fleet 4,Zipper,Longhorn,CPE,89.1,0,0,17044,Turbine,SAND_C_X
Iberia 1H,82,576,106.7,127,Fleet 1,Simul,Bluebonnet,DKR,89.4,0,0,26007,Turbine,SAND_C_A
Iberia 2H,82,540,133.3,146.7,Fleet 1,Simul,Cowboy,DKR,89.4,0,0,28659,Turbine,SAND_C_A
Iberia 3H,92,599,120,137.9,Fleet 1,Simul,Longhorn,DKR,,0,0,30587,Turbine,SAND_C_R
Iberia 4H,92,652,120,,Fleet 1,Simul,Longhorn,DKR,89.4,0,0,27337,Turbine,SAND_C_R
Iberia 5H,82,582,106.7,132,Fleet 1,Simul,Monarch Butterfly,DKR,89.4,0,0,25208,Turbine,SAND_C_A
Iberia 6H,69,513,102.4,121.1,Fleet 1,Simul,Rodeo,DKR,89.4,0,0,19633,Turbine,SAND_C_X
Taylor 1H,52,337,73.1,133.9,Fleet 5,Zipper,Rodeo,West Campus,89.4,0,0,15128,Turbine,SAND_C_A
Taylor 2H,62,420,62.9,132.9,Fleet 5,Zipper,Monarch Butterfly,West Campus,89.4,0,0,15128,Turbine,SAND_C_A
Taylor 3H,62,480,85.7,134.5,Fleet 5,Zipper,Longhorn,West Campus,89.4,0,0,15128,Turbine,SAND_C_X
Plaquemines 2H,66,431,120,132.1,Fleet 14,Simul,Lone Star,The Tower,89.5,0,126630,0,Diesel,SAND_C_A
Plaquemines 3H,68,480,90,107.3,Fleet 14,Simul,Longhorn,The Tower,,0,135366,0,Diesel,SAND_C_X
Plaquemines 4H,66,478,120,,Fleet 14,Simul,Lone Star,The Tower,89.5,0,142331,0,Diesel,SAND_C_X
Plaquemines 5H,66,415,,129.5,Fleet 14,Simul,Lone Star,The Tower,,0,130070,0,Diesel,SAND_C_R
Terrebonne 1H,82,529,,,Fleet 4,Zipper,Monarch Butterfly,DKR,89.5,0,0,22025,Turbine,SAND_C_A
Terrebonne 2H,82,553,76.2,,Fleet 4,Zipper,Bluebonnet,DKR,89.5,0,0,22684,Turbine,SAND_C_R
Terrebonne 3H,82,576,95.2,120.2,Fleet 4,Zipper,Cowboy,DKR,,0,0,28961,Turbine,SAND_C_X
Hancock 1H,50,313,106.7,144.3,Fleet 9,Simul,Lone Star,Gregory Gym,,0,30710,7919,DGB,SAND_C_X
Hancock 2H,50,389,106.7,140.6,Fleet 9,Simul,Lone Star,Gregory Gym,89.9,0,33155,7410,DGB,SAND_C_X
Hancock 3H,51,350,106.7,,Fleet 9,Simul,Lone Star,Gregory Gym,89.9,0,30940,7400,DGB,SAND_C_R
Hancock 4H,50,327,120,147.2,Fleet 9,Simul,Longhorn,Gregory Gym,89.9,0,37412,7911,DGB,SAND_C_A
Hancock 5H,50,357,120,,Fleet 9,Simul,Longhorn,Gregory Gym,89.9,0,37248,8206,DGB,SAND_C_X
Hancock 6H,50,370,120,132.5,Fleet 9,Simul,Longhorn,Gregory Gym,89.9,0,32386,8174,DGB,SAND_C_A
Knox 1H,47,322,106.7,118.2,Fleet 14,Simul,Monarch Butterfly,Moody Center,90.1,0,71241,0,Diesel,SAND_C_X
Knox 2H,42,312,106.7,118.1,Fleet 14,Simul,Monarch Butterfly,Moody Center,90.1,0,65006,0,Diesel,SAND_C_R
Knox 3H,42,296,106.7,118.2,Fleet 14,Simul,Monarch Butterfly,Moody Center,,0,65886,0,Diesel,SAND_C_X
Knox 4H,47,322,106.7,117.7,Fleet 14,Simul,Monarch Butterfly,Moody Center,90.1,0,76399,0,Diesel,SAND_C_A
Knox 5H,47,369,106.7,118.2,Fleet 14,Simul,Monarch Butterfly,Moody Center,,0,70438,0,Diesel,SAND_C_A
